"name2","address2","city2","zip2"
"BAYVIEW PIZZA & GRILL","2720 EAST OAKLAND PARK BLVD","FORT LAUDERDALE","33306"
"DUNKIN DONUTS","30323 US 19 N","CLEARWATER","33761"
"CHAMPION BAR B Q AND STEAKHOUSE","2327 SOUTH PINE AVENUE","OCALA","34471"
"EDO JAPANESE STEAKHOUSE","4414 SE COLLEGE RD 310 315","OCALA","34474"
"TACOS GUZMAN","825 HUDSON STREET","ZOLFO SPRINGS","33890"
"KEYSTONE CORNER INC","18515 CRAWLEY RD","ODESSA","33556"
"GLORY DAYS GRILL","9900 4TH STREET","ST. PETERSBURG","33702"
"SUBZERO ICE CREAM","2359 VANDERBILT BEACH DR UNIT 408","NAPLES","34109"
"HADDON HALL HOTEL OPERATOR LLC RESTAURANT","1500 COLLINS AVE","MIAMI BEACH","33139"
"HOT IN PARADISE CAFE","13970 CITRUS GROVE BLVD","WEST PALM BEACH","33412"
"BURGERQ","8970 SW 72 PL","MIAMI","33156"
"W SIDEWALK CAFE","2636 GRAFTON DR","ORANGE PARK","32065"
"DREAMS COFFEE & BAKE SHOP","2770 DAVIS BLVD STE 10 20","NAPLES","34104"
"HACIENDA EL SOL LATIN GRILL","5052 N DIXIE HWY","OAKLAND PARK","33334"
"FLORIDA CRACKER TRADING COMPANY LLC","962 E JEFFERSON ST","BROOKSVILLE","34601"
"EVERGLADES ADVENTURE CENTER","102 COLLIER AVE","EVERGLADES CITY","34139"
"DUNKIN DONUTS 350119","2408 S FERDON BLVD","CRESTVIEW","32536"
"THE VILLA CASA CASAURINA","1116 OCEAN DR","MIAMI BEACH","33139"
"DUNKIN DONUTS 348606","1133 AIRPORT BLVD","PENSACOLA","32504"
"SMUGGLERS COVE","85500 OVERSEAS HWY","ISLAMORADA","33036"
"DUNKIN DONUTS 350423","516 MARY ESTHER BLVD","FORT WALTON BEACH","32548"
"DUNKIN DONUTS 350966","720 N NAVY BLVD STE B","PENSACOLA","32507"
"DUNKIN DONUTS 351543","10859 EMERALD COAST PKWY","MIRAMAR BEACH","32550"
"PHO 54 & GRILL VIETNAMESE RESTAURANT","1361 ALAFAYA TRL 160","OVIEDO","32765"
"BIG BLOCK","27792 OLD 41 RD","BONITA SPRINGS","34135"
"AWESOME YOGURT 4U","5400 SW COLLEGE RD STE 302","OCALA","34474"
"COCONUTS NEIGHBORHOOD BAR & EATERY","850 LAFAYETTE ST","CAPE CORAL","33904"
"716 BURGERS & BREW","2905 DUFF RD","LAKELAND","33810"
"FIAS RISTORANTE PREP KITCHEN","5000 N WICKHAM RD SUITE A106","MELBOURNE","32940"
"BREAD & BUTTER","212 N MAIN ST","CRESTVIEW","32536"
"LU AUTHENTIC CHINESE","2201 W VINE ST","KISSIMMEE","34741"
"PHILADELPHIA WATER ICE","614 N DIXIE HWY","LANTANA","33462"
"CHICK FIL A","1775 W TENNESSEE ST","TALLAHASSEE","32304"
"ICE CREAM PARLOR","10427 SORRENTO RD 103","PENSACOLA","32507"
"COURTSIDE CAFÃ","119 OHIO AVE S","LIVE OAK","32064"
"DILLYS SMOKEY JOES CAFE","610 ATHENS ST","TARPON SPRINGS","34689"
"SKI INN LAKEFRONT GRILL LLC","350 LAKEPOINT RD","ALFORD","32420"
"T AND A RESTAURANT AND GROCERY","4550 ROCK SPRINGS RD","APOPKA","32712"
"RED ROOSTER","1006 E ALTAMONTE DR 1002","ALTAMONTE SPRINGS","32701"
"CULVERS","15003 N NEBRASKA AVE","TAMPA","33613"
"FLIPN TASTY LLC","7312 LEXINGTON LN","CLEARWATER","33764"
"FAMILY BUFFET","319 NE 167 ST","NORTH MIAMI BEACH","33162"
"M*STAR","6511 14TH ST W","BRADENTON","34207"
"DRAMA BURGER LLC","2420 WEST KENNEDY BOULEVARD","TAMPA","33609"
"CREPEMAKER","8888 SW 136 ST 500","MIAMI","33176"
"VINO TINTO RESTAURANT LLC","1409 E VINE ST","KISSIMMEE","34744"
"FLYNNSTONES","3201 CORRINE DR","ORLANDO","32803"
"DALES KITCHEN","223 N WABASH AVE","LAKELAND","33815"
"MIAMI DADELAND HOTEL","7600 N KENDALL DR","MIAMI","33156"
"ROMA PIZZA","248 TOWNE CENTER CIR VC07","SANFORD","32771"
"EMJAYS TAVERN & GRILL","700 LEELAND HEIGHTS BLVD W","LEHIGH ACRES","33936"
"SOLORZANOS LATE NIGHT PIZZA","6670 SUPERIOR AVE","SARASOTA","34231"
"VINNY & CHERYLS ITALIAN KITCHEN","314 PINE AVE","ANNA MARIA","34216"
"TERIYAKI MADNESS COLONIAL PLAZA","2714 EAST COLONIAL DR SUITE 200","ORLANDO","32803"
"WHATS SMOKIN","1712 OGILVIE PARK LANE","JACKSONVILLE","32225"
"JBS FESTIVAL FOODS","3111 MAHAN DRIVE","TALLAHASSEE","32308"
"AKLAN BUFFET","255 E FLAGLER ST STE 70","MIAMI","33131"
"MELLOW MUSHROOM","3555 LAKELAND HIGHLANDS RD","LAKELAND","33803"
"WORLD OF BEER UCF AREA","3402 TECHNOLOGICAL AVE STE 201","ORLANDO","32817"
"SIMPLY SWEET COMPANY","1431 ORANGE CAMP RD STE 109","DELAND","32724"
"CHIPOTLE MEXICAN GRILLE","6714 FOREST HILL BLVD","GREEN ACRES","33413"
"CHENS YOKOHAMA","9168 GLADES RD","BOCA RATON","33434"
"GIARDINO GOURMET SALADS","11624 SW 88 ST","MIAMI","33176"
"GROWN","8211 S DIXIE HWY","MIAMI","33143"
"CRAB CRAZE","1831 1 ST N","WINTER HAVEN","33881"
"YOUR PIE","4372 NORTH STATE ROAD 7","CORAL SPRINGS","33073"
"HUNGRY HOWIES","4693 B OLD PLEASANT HILL RD","KISSIMMEE","34758"
"CROWN FRIED CHICKEN","2216 34 ST S","ST. PETERSBURG","33711"
"PLANET SMOOTHIE CAFE NTC","1109 CITRUS TOWER BLVD","CLERMONT","34711"
"LOOP GYROS","2558 SIMPSON RD","KISSIMMEE","34744"
"CINCO DE MAYO TAQUERIA LLC","303 301 BLVD W 247","BRADENTON","34205"
"JANSEN ENTERPRISES INC","6785 SW ENTERPRISE BLVD","ARCADIA","34269"
"NEPTUNES BAR & GRILL INC","1056 MAIN ST","DUNEDIN","34698"
"FIORES CAFE","119 S PINE AVE","OCALA","34471"
"JENARITOS RESTAURANT","285 NE 44 ST","OAKLAND PARK","33334"
"STAR CRAB HOUSE","2271 W 45 ST","JACKSONVILLE","32209"
"MARINAS PIZZA PASTA INC","1723 LAKEWOOD RANCH BLVD","BRADENTON","34211"
"DIS NH4 SECT 119 & 120","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"DIS NH 8 SECT 323","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"SPEEDWAY SAUSAGES NH 4 SECT 116","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"DAYTONA DOGS NH 4 SECT 113","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"FUSION TACOS NH 1 SECT 174","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"DAYTONA DOGS NH 2 SECT 157","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"ZHANG GARDEN","3035 SE MARICAMP RD 109","OCALA","34471"
"CHICAGO PIZZA","1341 SE 47 TER","CAPE CORAL","33904"
"LPS PUB","904 MCMULLEN BOOTH RD","CLEARWATER","33759"
"SPEEDWAY SAUSAGES NH 8SCT 320","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"FOR GOODNESS STEAK NH 8 SECT 317","1801 W INTERNATIONAL SPEEDWAY BLVD","DAYTONA BEACH","32114"
"CHICK FIL A","2136 N MONROE ST","TALLAHASSEE","32303"
"CRYSTAL BAY HOTEL","7401 CENTRAL AVENUE","ST. PETERSBURG","33710"
"THE BOOKSTORE IN THE GROVE","3390 MARY ST 166","MIAMI","33133"
"BLUE HORIZON CASINO CRUISES","1 E 11 ST STE 500 SUITE 400","RIVIERA BEACH","33404"
"DAVIDS CATFISH HOUSE","5129 DOGWOOD DR","MILTON","32570"
"CINEPOLIS","201 N US HWY 1 STE B 12","JUPITER","33477"
"JIMMY JOHNS","2480 STICKNEY POINT RD","SARASOTA","34231"
"SCORES FAMILY SPORTS CAFÃ","324 AVE A NW","WINTER HAVEN","33881"
"SOFRITO EXPRESS","8000 W BROWARD BLVD STE FC04","PLANTATION","33388"
"MAY WAH CHINESE TAKE OUT RESTAURANT","3974 NORTH LAKE BLVD","PALM BEACH GARDENS","33403"
"HUMBLE PIE","405 SW 4TH AVE","GAINESVILLE","32601"
"MONKEY JOES","3445 N HIATUS RD","SUNRISE","33351"
"ROYLES GOURMET","6468 PINES BLVD","PEMBROKE PINES","33024"
"SUBWAY","7025 JACKSONVILLE RD","OCALA","34482"
"UNCLE LOUIE G TREASURE COAST CONCESSIONS","239 BARBOSSA DR","SEBASTIAN","32958"
"ITTA BENA ORLANDO LLC","9101 INTERNATIONAL DRIVE SUITE 2210","ORLANDO","32819"
"ICE CREAM EXPRESS","4400 NW 148TH PL","REDDICK","32686"
"FULL CIRCLE EATERY","8101 PHILIPS HWY","JACKSONVILLE","32256"
"SONEROS LATIN GRILL","13524 S JOHN YOUNG PKWY","ORLANDO","32837"
"HOMEWOOD SUITES BY HILTON","8511 TOUCHTON RD","JACKSONVILLE","32216"
"VITIANO PIZZA GRILL","9542 ARGYLE FOREST BLVD UNIT 19","JACKSONVILLE","32222"
"LAFAYETTES ORLANDO LLC","9101 INTERNATIONAL DRIVE SUITE 2220","ORLANDO","32819"
"SUBS 88 LLC","9895 SW 88 ST","MIAMI","33176"
"BLACK CREEK CAFE","25 MCDANIELS FISH CAMP RD UNIT B","FREEPORT","32439"
"MADISON AVENUE PIZZA","2660 BAYSHORE BLVD","DUNEDIN","34698"
"CULVERS","2303 SUN VISTA DR","LUTZ","33549"
"MOES SOUTHWEST GRILL","7335 RADIO ROAD SUITE 103","NAPLES","34104"
"UGARIT","1829 TALLOKAS AVE","ORLANDO","32805"
"JIMMY JOHNS","1000 SOUTH PONCE DE LEON BLVD UN 1","ST AUGUSTINE","32084"
"ISLAND ICE CREAM","11902 BONITA BEACH RD 12A","BONITA SPRINGS","34135"
"NEW WOK RESTAURANT INC","1281 PENMAN RD","JACKSONVILLE BEACH","32250"
"PIE FIVE PIZZA CO","1290 WEST GRANDA BOULEVARD SUITE 20","ORMOND BEACH","32174"
"ICHILLS","7901 4 ST N 103","ST. PETERSBURG","33702"
"305 PIZZA MIA LLC","MIA AIRPORT CONC D 27","MIAMI","33126"
"TOMATO AND BASIL","653 NE 125 ST","NORTH MIAMI","33161"
"TROPICAL HAWAIIAN ICE & CONCESSIONS","2506 SE 17 ST STE A","OCALA","34471"
"SHAWT ZONE","1995 CEMETERY RD","SEVILLE","32190"
"DUNKIN DONUTS","1329 E OAK ST","ARCADIA","34266"
"JARDIM DE PORTUGAL RESTAURANT","2960 CORAL WAY","MIAMI","33145"
"TAQUERIA MIRANDA","18870 BLUE STAR HWY","QUINCY","32351"
"FAIRFIELD INN AND SUITES","19001 EMERALD COAST PKWY","DESTIN","32541"
"HAMPTON INN AND SUITES","1625 E HWY 98","DESTIN","32541"
"HARBOR ICE CREAM","254 HWY 98","APALACHICOLA","32320"
"SUBWAY","1724 W HILLSBORO BLVD","DEERFIELD BEACH","33442"
"IRON WOK","2228 MARTIN LUTHER KING JR BLVD","PANAMA CITY","32405"
"LEXINGTON HOTEL AND CONFERENCE CENTER JACKSONVILLE RIVERWALK","1515 PRUDENTIAL DR","JACKSONVILLE","32207"
"DIGINOS PIZZA","3895 LAKE EMMA RD STE 151","LAKE MARY","32746"
"MOES SOUTHWEST GRILL","12916 CORTEZ BLVD","BROOKSVILLE","34613"
"SOUTHERN PIG AND CATTLE CO II","6105 SW HWY 200","OCALA","34476"
"LA HACIENDA BAR AND RESTAURANT","14593 SOUTHERN BLVD","LOXAHATCHEE","33470"
"MYSTIC JOINT","19401 S DIXIE HWY","MIAMI","33157"
"FIESTA MEXICANA MEXICAN RESTAURANT CORP","6570 NW SELVITZ RD","PORT ST LUCIE","34983"
"TERIYAKI HAHA","10440 US 1 N 123","SAINT AUGUSTINE","32095"
"THE FILLING STATION & GARAGE BAR","3200 NE 12 AVE","OAKLAND PARK","33334"
"THE DOG HOUSE","1207 ESTERO BLVD","FORT MYERS BEACH","33931"
"SO GOURMET LLC","3301 S DALE MABRY HWY","TAMPA","33629"
"TS BBQ INC","12551 NE 25 AVE","ANTHONY","32617"
"MANHATTAN CHICAGO PIZZA","10481 SW 88 ST STE D100","MIAMI","33176"
"RUTABAGA CAFE/SOIREE CATERING","23 JACKSON ST","CHATTAHOOCHEE","32324"
"TACTICAL INVESTMENT GROUP (DBA) VERONICA RESTAURANT","4300 S ORANGE BLOSSOM TRL","ORLANDO","32839"
"TOUR CENTER AT OCALA PRESERVE","3200 NW 55 AVE","OCALA","34482"
"FOODIEZ","720 S ORANGE BLOSSOM TRL","ORLANDO","32805"
"PGA TOUR HEALTHY CAFE","107 CHAMPIONSHIP WAY","PONTE VEDRA BEACH","32082"
"CLUB MAGUEY RESTAURANTE LLC","4546 PALM BEACH BLVD","FORT MYERS","33905"
"JAXMINT","8490 BAYMEADOWS RD","JACKSONVILLE","32256"
"THE RUBY SLIPPER CAFE","509 S PALAFOX ST","PENSACOLA","32502"
"CHOW TIME GRILL & BUFFET","12375 PEMBROKE ROAD","PEMBROKE PINES","33025"
"SUPER 8 MOTEL MAINGATE","5875 W IRLO BRONSON HWY","KISSIMMEE","34746"
"PHO TRUCK INC","11221 MADISON PARK DRIVE","TAMPA","33625"
"PARADISO RESTAURANTE PIZZERIA","1502 N SEMORAN BOULVARD STE 100","ORLANDO","32807"
"SAVORY ON THE BEACH","4393 GULF BLVD","ST. PETE BEACH","33706"
"HAAGEN DAZS","286 MIRACLE MILE","CORAL GABLES","33134"
"BUFFALO WILD WINGS","6419 W NEWBERRY RD STE B1","GAINESVILLE","32601"
"EVIES TAVERN ON MAIN STREET INC","1560 MAIN ST","SARASOTA","34236"
"TAMPA BAY GOLF & COUNTRY CLUB","10641 OLD TAMPA BAY DR","SAN ANTONIO","33576"
"NIDIAS LATIN GRILL","14164 MARTIN LUTHER KING BLVD JR","DOVER","33527"
"BRISA DE ESPANA","8726 NW 26 ST 21 22","MIAMI","33172"
"HIGHER GROUND CAFE","3200 S CONGRESS AVE 105","BOYNTON BEACH","33426"
"TRATTORIA168","2701 E FOWLER AVE","TAMPA","33612"
"KUNTRY BOYS BBQ & KATERIN LLC","3233 SE MARICAMP RD","OCALA","34471"
"QUE RICA PAELLA CORP","11865 SW 26 ST B12","MIAMI","33175"
"NAKED FITFOODS LLC","515 CENTRAL AVE 2","ST. PETERSBURG","33701"
"MT CARMEL CRYSTAL BLUES","9837 W SAMPLE RD","CORAL SPRINGS","33065"
"THE BIG DREAM FACTORY CORP","3280 SUNTREE BLVD 105","MELBOURNE","32940"
"PITMASTERS BAR B Q & CATERING INC","5224 S DALE MABRY HWY","TAMPA","33611"
"MADD JACKS BAR B QUE SHACK","6006 N ATLANTIC AVE","CAPE CANAVERAL","32920"
"TROPICAL ISLAND RESTAURANT","400 E BOYNTON BEACH BLVD","BOYNTON BEACH","33435"
"FOOD MANIA","4014 MIDDLEBROOK RD 1634","ORLANDO","32811"
"CHICAGOS LLC","610 GREENE ST","KEY WEST","33040"
"CASA GRANDE BAR AND GRILL","3212 APALACHEE PKWY","TALLAHASSEE","32311"
"CHINA BEACH","6170 ULMERTON RD 14","CLEARWATER","33760"
"TAQUERIA MEDEROS","2829 SWINDELL RD","LAKELAND","33805"
"TASTE ON WHEELS BISTRO LLC","13827 FAIRWAY ISLAND DR APT 1232","ORLANDO","32837"
"MYRIAM JOSEPH","12143 NW 7 AVE","MIAMI","33168"
"SIMMONS CATERING","10934 SE HWY 441","BELLEVIEW","34421"
"OMAS AND OPAS GERMAN COUNTRY KITCHEN","17152 46TH TRACE","LIVE OAK","32060"
"3 BROTHERS PIZZA FROM NEW YORK","17773 GUNN HWY","ODESSA","33556"
"SMOKIN MAMMAS FOOD TRUCK","12451 SW 184 ST","MIAMI","33177"
"VIVA MEXICO Y ALGO MAS","502 SW 12 AVE","MIAMI","33130"
"THE FORK AND SPOON CAFÃ","98 A SO CHARLES RICHARD BEALL BLVD","DEBARY","32713"
"HAWKERS ST PETE","1235 CENTRAL AVE","ST. PETERSBURG","33705"
"MONA & SANTANA LLC","387 NE 167 ST","NORTH MIAMI BEACH","33162"
"4D GELATO & ITALIAN GOURMET","3201 N MIAMI AVE UNIT 101","MIAMI","33127"
"PIZZA HUT 4276","2475 5 BLANDING BLVD","MIDDLEBURG","32068"
"DRIP MARKET AND CAFÃ LLC","6166 GUN HWY","TAMPA","33625"
"LOS PRIMOS TAQUERIA INC","1111 MANATEE AVE E","BRADENTON","34208"
"JULIOS FOOD ON THE MOVE LLC","3846 BELL RD","TALLAHASSEE","32303"
"WING GRILL & BEER MASTERS","715 SE US HIGHWAY 19","CRYSTAL RIVER","34429"
"BEN & JERRYS","1155 E ATLANTIC AVE 101","DELRAY BEACH","33483"
"THE OPEN GRILL CAFE","9865 BEACH BLVD 2","JACKSONVILLE","32246"
"FLAPJACK JOHNNYS","2171 E SEMORAN BLVD","APOPKA","32703"
"COLOMBIAN TASTE","11721 US 19","PORT RICHEY","34668"
"CANTEEN VENDING SERVICES","6800 SOUTHPOINT PKWY SUITE 550","JACKSONVILLE","32256"
"POPS ICE CREAM","13600 8 US HIGHWAY ONE","SEBASTIAN","32958"
"A&G CARIBBEAN RIBS","8471 LOCKWOOD RIDGE RD","SARASOTA","34243"
"CLINTON HOTEL RESTAURANT","821 WASHINGTON AVE","MIAMI BEACH","33139"
"THE BRASS TAP","1515 TOWN CENTER DR","LAKELAND","33803"
"ANTHONYS CAFE","2331 PHILLIPS RD","TALLAHASSEE","32308"
"PEARLZ CAFE","2600 BLAIRSTONE RD 185","TALLAHASSEE","32399"
"DICKS WINGS & GRILL","1803 EAST WEST PARKWAY","FLEMING ISLAND","32003"
"HUDDLE HOUSE 314","650 N TEMPLE AVE","STARKE","32091"
"POLLOS ASADOS LA FRONTERA","1304 8TH AVE W","PALMETTO","34221"
"REGENCY INN & SUITES","472 HUGH ADAMS RD","DEFUNIAK SPRINGS","32435"
"FOOD YATCH","16737 MELLEN LN","JUPITER","33478"
"BASILIC VIETNAMESE GRILL","14734 BISCAYNE BLVD","NORTH MIAMI","33181"
"MY CEVICHE/GEORGE STONE CRAB","DC24167 NORTH TERMINAL MARKETPLACE","MIAMI","33126"
"FRESH HEALTHY CAFÃ AT WESTFIELD BROWARD MALL","8000 W BROWARD BLVD FC07","PLANTATION","33388"
"WENDYS 11613","12242 NARCOOSSEE RD","ORLANDO","32832"
"NY PIZZA PLUS","913 6 ST NW","WINTER HAVEN","33881"
"THE RED ZONE OF IMMOKALEE LLC","204 BOSTON AVE","IMMOKALEE","34142"
"EL RODEO MEXICAN RESTAURANT INC","29607 SW 162 AVE","HOMESTEAD","33033"
"KINGS WOK","14239 POWELL RD","SPRING HILL","34609"
"VILLAGE SANDWICH SHOP & GRILL","1103 US 1","SEBASTIAN","32958"
"TUSCANY OSTERIA","13510 TAMIAMI TRL N 1","NAPLES","34110"
"DUBS SUBS","2320 TAMIAMI TRL 5","PORT CHARLOTTE","33952"
"THE MUSEUM CAFE","1 WORLD GOLF PL","SAINT AUGUSTINE","32092"
"AKOYA RESTAURANT","140 SE 1 AVE","MIAMI","33131"
"WOK N STUFF II","3435 N PINE AVE 202","OCALA","34475"
"JOHNNY GRITS","5749 MAIN ST","NEW PORT RICHEY","34652"
"SABOR DEL CARIBE","3020 LAMBERTON BLVD 110","ORLANDO","32825"
"GILBERTS BAKERY UM MEDICAL DISTRICT","1051 NW 14 ST 120","MIAMI","33136"
"MAUI TERIYAKI/MAUI GRILL","1006 NW 76 BLVD 1","GAINESVILLE","32606"
"ANKARI 51 LLC","939 N FEDERAL HIGHWAY","HOLLYWOOD","33020"
"TASTE PHO AND NOODLE HOUSE","3117 SW 34TH ST STE 2","GAINESVILLE","32608"
"DOLCE CAFE","210 ST GEORGE ST STE C3","SAINT AUGUSTINE","32084"
"GOLDEN CHINA","7749 NORMANDY BLVD 109","JACKSONVILLE","32221"
"DOMINOS","3800 TAMPA RD STE 180","OLDSMAR","34677"
"MAEMIS CHICKEN","5020 FRUITVILLE RD","SARASOTA","34232"
"DOMINOS","11406 N DALE MABRY HWY","TAMPA","33618"
"DOMINOS","32530 US HWY 19 N","PALM HARBOR","34684"
"WHATABURGER 21","5480 N PENSACOLA BLVD","PENSACOLA","32505"
"RESTAURANTE SANTA BARBARA","311 SW 12 AVE","MIAMI","33130"
"JUNGLE PRADA TAVERN","1700 PARK ST N","ST. PETERSBURG","33710"
"DOMINOS","14955 N FLORIDA AVE","TAMPA","33613"
"DOMINOS","5050 GALL BLVD","ZEPHYRHILLS","33542"
"ATHENS RESTAURANT OF EDGEWATER INC","1401 S RIDGEWOOD AVE 1","EDGEWATER","32132"
"NANCYS GOOD N FAST","17420 US 41 N 105","LUTZ","33549"
"CAFETERIA OLIMPIA","2202 SE INDIAN ST","STUART","34997"
"NUBIA RESTAURANT","12647 N 56TH STREET","TAMPA","33617"
"CHEF BJORN","705 ST JOHNS AVE","PALATKA","32177"
"SIAM HUT THAI RESTAURANT LLC","4521 DEL PRADO BLVD S","CAPE CORAL","33904"
"PIZZA CORNER","3751 S MILITARY TRL","GREENACRES","33463"
"POPS KITCHEN INC","1936 ACE LN","MARIANNA","32448"
"BEST WESTERN HISTORICAL INN","2010 N PONCE DE LEON BLVD","SAINT AUGUSTINE","32084"
"BUFFALO WILD WINGS","1219 S FEDERAL HWY","DEERFIELD BEACH","33441"
"ASIAN CHAO","2398 GRAND CYPRESS DR SPC 990","LUTZ","33559"
"MOMS","2450 ESTERO BLVD","FORT MYERS BEACH","33931"
"THE FOOD SHACK","13818 PERDIDO KEY DR","PENSACOLA","32507"
"GIABELLA PIZZERIA & RESTAURANT","260 CYPRESS EDGE DR 104","PALM COAST","32164"
"MARIE & MARIES BAKERY AND RESTAURANT INC PLUS CATERING","625 E ATLANTIC BLVD","POMPANO BEACH","33060"
"OISHII BENTO","21170 ST ANDREWS BLVD 7","BOCA RATON","33433"
"OISHII BENTO","218 S MAGNOLIA DR STE B","TALLAHASSEE","32301"
"TROPICAL SMOOTHIE CAFE","8221 SOUTHSIDE BLVD 11","JACKSONVILLE","32256"
"CHINA KING","11786 US 301","DADE CITY","33525"
"BIG BOWL","2575 SW 42ND ST STE 108","OCALA","34471"
"WDW DOLPHIN FOOD TRUCK 1","1500 EPCOT RESORTS BLVD","LAKE BUENA VISTA","32830"
"WDW DOLPHIN FOOD TRUCK 2","1500 EPCOT RESORTS BLVD","LAKE BUENA VISTA","32830"
"WDW DOLPHIN FOOD TRUCK 3","1500 EPCOT RESORTS BLVD","LAKE BUENA VISTA","32830"
"WDW DOLPHIN FOOD TRUCK 4","1500 EPCOT RESORTS BLVD","LAKE BUENA VISTA","32830"
"EL TUCAN / MARION","1111 SW 1 AVE CU 1 2","MIAMI","33130"
"DUFFYS SPORTS GRILL","525 E ALTAMONTE DR","ALTAMONTE SPRINGS","32701"
"JOY LUCK PLACE","1002 N MONROE ST","TALLAHASSEE","32303"
"FERRYTALE WISHES A FIREWORKS DESSERT CRUISE","1180 SEVEN SEAS DR","LAKE BUENA VISTA","32830"
"NAPOLI PIZZA","4845 BELLE TERRE PKWY SUITE B","PALM COAST","32164"
"THE FISHING HOLE","348 GULF BREEZE PKWY","GULF BREEZE","32561"
"NEW JADE INC","2626 W HILLSBOROUGH AVE","TAMPA","33614"
"NICOS AREPAS GRILL RESTAURANT","8303 N ARMENIA AVE","TAMPA","33604"
"ROSINNAS PIZZA","1580 WELLS RD 7","ORANGE PARK","32073"
"OLD NAPLE ALL AMERICAN SPORTS BAR","590 9 ST N","NAPLES","34102"
"CANTINA GRILL FOOD TRUCK","15921 SW 90 CT","MIAMI","33157"
"GOOD AND PLENTY","2095 COMMERCIAL WAY","SPRING HILL","34606"
"ZOES KITCHEN","13920 OLD ST AUGUSTINE RD STE 101","JACKSONVILLE","32258"
"NEW YORK STYLE RESTAURANT & PIZZA","6438 LAKE WORTH RD","LAKE WORTH","33463"
"KFC","41226 US 19 N","TARPON SPRINGS","34689"
"KFC","8242 LITTLE RD","NEW PORT RICHEY","34654"
"HOLIDAY INN EXPRESS & SUITES","2807 E BUSCH BLVD","TAMPA","33612"
"KFC","4337 LAFAYETTE ST","MARIANNA","32446"
"KFC","2430 34 ST S","ST. PETERSBURG","33711"
"KFC","511 N FERDON BLVD","CRESTVIEW","32536"
"KFC","427 S TYNDALL PKWY","PANAMA CITY","32404"
"KFC","10272 W FRONT BEACH RD","PANAMA CITY BEACH","32407"
"KFC","2209 S HWY 77","LYNN HAVEN","32444"
"KFC","2482 US 331 S","DEFUNIAK SPRINGS","32435"
"CHINA TASTE","2082 E OSCEOLA PKWY","KISSIMMEE","34743"
"KFC","33420 US 19 N","PALM HARBOR","34684"
"KFC","9406 US 19","PORT RICHEY","34668"
"KFC","956 PATRICIA AVE","DUNEDIN","34698"
"KFC","3144 TAMPA RD","OLDSMAR","34677"
"RIVER DECK AT THE COVE 1","131 CRYSTAL COVE DR","PALATKA","32177"
"EAT GREEK","1062 BRICKELL AVE","MIAMI","33131"
"THE CATCH SEAFOOD & SUSHI","766 NORTHLAKE BLVD","NORTH PALM BEACH","33408"
"COURTNEYS STUFFED BURGERS","8855 SE BRIDGE RD","HOBE SOUND","33455"
"FAMOUS PIZZA","1801 SUNSET POINT RD","CLEARWATER","33765"
"LONGHORN STEAKHOUSE 5558","5500 N 9 AVE","PENSACOLA","32504"
"FUJI SUSHI & GRILL","731 DUVAL STATION RD 109","JACKSONVILLE","32218"
"MANKOSHA","4153 W VINE ST","KISSIMMEE","34741"
"DRAGON DELIGHT","4381 N UNIVERSITY DR","SUNRISE","33351"
"THE QUEENS HEAD","2501 CENTRAL AVE","ST. PETERSBURG","33713"
"HYATT PLACE JACKSONVILLE AIRPORT","14565 DUVAL RD","JACKSONVILLE","32218"
"MOH & SAMI","6844 N 50 ST","TAMPA","33610"
"GIOVANNIS PIZZERIA","6799 STIRLING RD","DAVIE","33314"
"ANTHONYS COAL FIRED PIZZA","3111 SW 160TH AVE","MIRAMAR","33027"
"TACO BELL 030852","11431 W SAMPLE RD","CORAL SPRINGS","33065"
"CHEDDARS CASUAL CAFÃ","2391 SUN VISTA DR","LUTZ","33559"
"THE FALCONS COUSINS INC","6817 N MANHATTAN AVE","TAMPA","33614"
"RIVER DECK AT THE COVE 2","121 CRYSTAL COVE DR","PALATKA","32177"
"THE SWISS BAKER","4154 S ATLANTIC AVE","NEW SMYRNA BEACH","32169"
"LABELLE LOUNGE","3064 S MILITARY TRL","LAKE WORTH","33463"
"CEVICHES","3380 NW 72 AVE","MIAMI","33122"
"TESSERS DELI","7491 N FEDERAL HWY C 9","BOCA RATON","33487"
"HUNGRY HOWIES","2400 S FRENCH AVE","SANFORD","32771"
"NARU SUSHI","8441 INTERNATIONAL DR 280 290","ORLANDO","32819"
"DENNYS 6861","2380 NW US 19","CRYSTAL RIVER","34428"
"BREW FIVE POINTS","1024 PARK ST","JACKSONVILLE","32204"
"EOLA CAFE/BANQUET KITCHEN","191 EAST PINE STREET","ORLANDO","32801"
"MY BEST FRIENDS KITCHEN & BAKERY LLC","401 E 23 ST STE I","PANAMA CITY","32405"
"OLIVIAS COFFEEHOUSE INC","12 E MAGNOLIA AVE","EUSTIS","32726"
